Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
1140,-0.129771,1.366412,-1.656489,-0.161866,-1.016850,-0.005127
1141,-1.610687,0.870229,-0.412214,-0.150879,-1.010258,-0.010498
1142,-3.015267,0.496183,1.221374,-0.154786,-1.003666,-0.025635
1143,-3.908397,0.809160,3.320611,-0.153077,-0.991215,-0.009033
1144,-3.885496,-1.404580,2.885496,-0.149415,-1.005131,-0.008057
1145,-3.938931,-2.251908,0.923664,-0.164307,-1.006351,0.001709
1146,-3.992366,-2.343511,-1.045802,-0.176758,-1.000980,-0.005859
1147,-3.549618,-2.267176,-1.587786,-0.180176,-0.994633,-0.001221
1148,-3.351145,-2.641221,-0.977099,-0.169678,-1.008549,-0.011719
1149,-3.480916,-3.007634,-0.274809,-0.185303,-0.987552,-0.010010
1150,-3.145038,-2.519084,-1.435115,-0.187745,-0.980717,-0.017578
1151,-2.488550,-2.007634,-1.786260,-0.184815,-0.979496,-0.016602
1152,-2.122137,-1.290076,-1.083969,-0.187012,-0.977054,-0.023438
1153,-2.885496,-1.305343,0.511450,-0.191163,-0.971439,-0.031006
1154,-1.916030,-0.923664,1.984733,-0.155030,-0.960697,0.007324
1155,-0.664122,1.160305,-0.748092,-0.150391,-0.966068,-0.023438
1156,-0.267176,0.916030,2.801527,-0.156251,-1.011234,-0.028809
1157,-2.832061,-0.671756,6.961832,-0.163575,-1.008305,-0.019043
1158,-4.740458,-0.679389,8.435115,-0.156739,-1.002933,-0.011231
1159,-3.083969,-1.045802,0.793893,-0.145020,-0.985111,-0.017334
1160,-2.511450,-1.427481,0.709924,-0.151124,-0.983402,-0.009522
1161,-2.702290,-1.496183,0.595420,-0.158936,-0.983646,-0.000244
1162,-2.961832,-1.488550,-0.641221,-0.156739,-0.979984,-0.008545
1163,-3.343511,-1.519084,-1.473282,-0.152588,-0.987308,0.003662
1164,-1.778626,-0.389313,-5.221374,-0.151856,-0.966068,-0.023193
1165,-4.282442,1.961832,-5.885496,-0.145753,-0.945072,0.008789
1166,0.816794,2.129771,-16.526718,-0.200928,-0.907962,-0.086426
1167,1.679389,-1.190840,-5.251908,-0.122559,-1.025883,-0.050293
1168,-1.297710,-0.442748,-2.847328,-0.104737,-0.971927,-0.029541
1169,-2.206107,-1.358779,2.335878,-0.111817,-0.975345,0.012451
1170,-1.198473,-2.022901,2.954198,-0.078614,-1.003178,0.008545
1171,-1.419847,-3.419847,3.992366,-0.077881,-1.005375,0.013428
1172,-3.045802,-4.725191,5.839694,-0.078369,-1.008549,0.020020
1173,-4.358778,-6.328244,7.282442,-0.101563,-1.007572,0.016602
1174,-4.702290,-7.396946,7.106870,-0.162842,-0.991703,-0.014893
1175,-4.175573,-7.740458,4.687023,-0.165040,-0.957279,-0.004639
1176,-3.167939,-8.000000,4.862596,-0.152344,-0.966312,-0.009277
1177,-2.175573,-7.175572,3.374046,-0.172608,-0.970463,-0.001465
1178,-0.938931,-6.748092,0.465649,-0.180665,-0.971439,-0.018066
1179,-0.007634,-4.954198,-3.038168,-0.193360,-0.971195,-0.028076
1180,0.198473,-3.717557,-3.053435,-0.200928,-0.960697,-0.029297
1181,0.206107,-2.480916,-3.190840,-0.186524,-0.959720,-0.024902
1182,0.274809,-1.076336,-2.564885,-0.182374,-0.965824,-0.022949
1183,-0.305343,-0.122137,-1.167939,-0.175049,-0.967777,-0.043701
1184,-0.358779,3.900763,-0.893130,-0.193116,-0.976322,-0.026123
1185,-0.824427,4.656488,-0.877863,-0.179200,-0.979252,-0.025635
1186,-1.572519,5.076336,0.290076,-0.162110,-0.984134,-0.024658
1187,-2.412214,5.198474,2.770992,-0.164796,-0.981449,-0.018066
1188,-3.152672,5.396946,4.770992,-0.168946,-0.980717,-0.015137
1189,-3.015267,6.183206,8.702290,-0.178956,-0.987064,-0.019775
1190,-2.954198,6.664122,8.580153,-0.189454,-0.984134,-0.009033
1191,-2.748092,7.053435,7.374045,-0.199952,-0.977054,-0.006348
1192,-2.320611,7.580152,6.213740,-0.185548,-0.980228,-0.018066
1193,-1.893130,8.053435,5.961832,-0.168458,-0.967777,-0.025391
1194,-2.526718,7.274810,13.511450,-0.151856,-0.948490,-0.026856
1195,-2.862595,7.412213,19.198473,-0.174805,-0.951420,-0.029541
1196,-2.633588,8.320611,20.770993,-0.189698,-0.975834,-0.033203
1197,-2.320611,8.755724,19.816793,-0.199708,-0.984134,-0.033692
1198,-2.076336,9.534351,17.312977,-0.199464,-0.998295,-0.043457
1199,-1.335878,9.259541,15.702291,-0.158204,-0.993412,-0.030518
1200,-1.290076,8.748092,14.320611,-0.172852,-1.003422,-0.019531
1201,-1.015267,8.366412,12.587787,-0.171143,-0.998539,-0.031494
1202,-0.839695,8.374045,10.251908,-0.178712,-0.989750,-0.025391
1203,0.137405,8.183206,8.396947,-0.180421,-0.977787,-0.022705
1204,2.824427,6.916030,5.893130,-0.170899,-0.979496,-0.034424
1205,2.946565,6.946564,4.923664,-0.175538,-0.962650,-0.021240
1206,3.519084,6.763358,3.412214,-0.163819,-0.963871,-0.034424
1207,4.030534,6.679389,1.732824,-0.156006,-0.957767,-0.026611
1208,4.694656,6.396946,-0.091603,-0.147461,-0.970218,-0.025635
1209,4.770992,5.725190,-1.603053,-0.154297,-0.978275,-0.011963
1210,3.152672,3.625954,-4.687023,-0.172608,-0.990970,-0.018311
1211,2.748092,3.748091,-5.900763,-0.175782,-0.995609,-0.012451
1212,2.916031,3.870229,-6.137404,-0.186524,-0.994388,-0.012451
1213,2.404580,3.862595,-6.687022,-0.177979,-1.002933,0.001465
1214,2.061069,4.145038,-7.664122,-0.187257,-0.999027,-0.010742
1215,1.992366,4.335878,-7.343511,-0.178712,-1.005131,0.004639
1216,0.167939,5.007633,-2.984733,-0.169678,-0.997806,-0.012451
1217,0.061069,5.236642,-0.992366,-0.173340,-0.994633,-0.007813
1218,-0.511450,4.877862,1.030534,-0.176270,-0.983402,-0.008545
1219,-0.702290,5.122137,2.374046,-0.163087,-0.983158,-0.016846
1220,-0.709924,5.526718,3.480916,-0.174317,-0.987797,-0.019775
1221,-0.572519,7.129771,-0.374046,-0.168702,-0.967777,-0.033936
1222,-0.167939,7.488549,0.435115,-0.164307,-0.958500,-0.031006
1223,0.068702,7.564885,1.587786,-0.156006,-0.946537,-0.037354
1224,0.862595,7.389313,2.549618,-0.151368,-0.944584,-0.028809
1225,1.809160,7.076336,1.854962,-0.143067,-0.953617,-0.031983
1226,2.816794,6.793893,0.435115,-0.142090,-0.956791,-0.032715
1227,3.839695,3.152672,-3.755725,-0.140626,-0.993656,-0.008545
1228,3.190840,2.557252,-5.190840,-0.153565,-0.995853,-0.001709
1229,3.129771,1.877863,-6.114504,-0.148926,-0.990970,0.010986
1230,2.778626,0.923664,-5.709924,-0.144776,-0.996342,-0.003906
1231,2.175573,0.396947,-5.809160,-0.147950,-0.997318,0.013184
1232,2.038168,-0.740458,-6.030534,-0.135499,-0.989994,0.004150
1233,1.709924,-1.473282,-7.320610,-0.167725,-0.971195,-0.007080
1234,2.145038,-1.213740,-6.717557,-0.161622,-0.964359,-0.010010
1235,2.297710,-1.137404,-6.053435,-0.170655,-0.970463,-0.012695
1236,2.213740,-0.312977,-5.877862,-0.167237,-0.968754,-0.018799
1237,2.541985,0.671756,-4.572519,-0.173340,-0.973881,-0.018799
1238,0.931298,4.076336,-0.488550,-0.191651,-0.977054,-0.028809
1239,0.427481,5.091603,-0.122137,-0.180909,-0.972172,-0.038330
1240,0.022901,6.259542,0.221374,-0.180665,-0.967289,-0.030518
1241,0.030534,6.770992,1.045802,-0.170655,-0.970951,-0.027344
1242,-0.053435,7.251908,1.961832,-0.174317,-0.968509,-0.028076
1243,-0.145038,8.045801,2.694656,-0.178712,-0.974369,-0.025147
1244,-1.435115,8.992367,4.786260,-0.166016,-0.984379,-0.010498
1245,-1.664122,8.870228,5.198474,-0.179932,-0.990970,-0.013916
1246,-2.152672,8.381679,5.351145,-0.172608,-0.987064,-0.012940
1247,-2.519084,7.961832,6.053435,-0.172120,-0.989994,-0.018066
1248,-2.931298,7.877862,7.488549,-0.173829,-0.983402,-0.020996
1249,-4.083969,6.847328,6.221374,-0.171876,-0.980472,-0.031738
1250,-3.862595,6.755725,5.641221,-0.172120,-0.980717,-0.026123
1251,-3.725191,6.442748,5.236642,-0.175782,-0.981205,-0.014648
1252,-3.633588,5.847328,5.007633,-0.187012,-0.978519,-0.015137
1253,-3.396947,5.877862,4.816794,-0.189942,-0.984379,-0.026123
1254,-2.091603,5.007633,1.290076,-0.177003,-0.986088,-0.016357
1255,-1.427481,4.832061,1.381679,-0.161378,-0.984623,-0.016846
1256,-0.877863,4.618320,0.954198,-0.165772,-0.998783,-0.012695
1257,-0.854962,4.045801,-0.351145,-0.152588,-1.001224,-0.004639
1258,-1.389313,3.442748,-0.786260,-0.145508,-1.005863,-0.016846
1259,-2.244275,1.480916,-2.198473,-0.149903,-0.986820,-0.013916
1260,-1.748092,1.045802,-3.160305,-0.147706,-0.979252,-0.020508
1261,-1.648855,0.480916,-3.473282,-0.147950,-0.984867,-0.024902
1262,-1.473282,0.305343,-3.496183,-0.150879,-0.976566,-0.017578
1263,-1.312977,-0.053435,-2.648855,-0.149903,-0.969974,-0.024902
1264,0.519084,1.137404,2.908397,-0.184327,-0.974369,-0.031494
1265,1.106870,1.618321,2.717557,-0.195313,-0.979740,-0.031983
1266,1.587786,2.335878,1.618321,-0.202149,-0.976810,-0.029785
1267,2.030534,3.335878,0.931298,-0.204346,-0.979008,-0.037598
1268,2.641221,4.442748,0.763359,-0.209229,-0.982426,-0.036621
1269,2.763359,5.564885,1.427481,-0.196534,-0.993656,-0.026367
1270,2.053435,7.801527,1.496183,-0.176514,-1.001469,-0.018311
1271,1.854962,8.091603,1.862595,-0.165284,-0.999760,-0.009522
1272,1.984733,8.374045,2.625954,-0.161378,-1.009281,-0.015137
1273,1.679389,7.938931,2.618321,-0.166016,-1.010502,-0.009766
1274,1.480916,8.030534,2.083969,-0.164307,-1.014652,-0.002441
1275,0.984733,7.793893,2.465649,-0.157227,-1.013432,0.005371
1276,-0.564886,4.282442,4.679389,-0.149659,-1.019291,0.020020
1277,-0.770992,3.664122,1.870229,-0.171387,-1.030766,0.020508
1278,-0.755725,2.954198,-0.305343,-0.170411,-1.012943,0.018555
1279,-0.931298,2.480916,-2.045802,-0.161378,-1.015629,0.020996
1280,-1.030534,2.068702,-1.839695,-0.169678,-1.008793,0.010254
1281,-1.282443,2.335878,-2.404580,-0.166260,-1.018803,0.000488
1282,-1.519084,3.816794,-4.847328,-0.171387,-0.985844,-0.027344
1283,-1.312977,4.519084,-4.519084,-0.162354,-0.984379,-0.014404
1284,-1.870229,4.595420,-3.519084,-0.149659,-0.979496,-0.031494
1285,-2.412214,4.664122,-1.480916,-0.144288,-0.970951,-0.026611
1286,-2.450382,4.083969,2.038168,-0.131104,-0.974857,-0.025879
1287,-3.251908,3.030534,6.832061,-0.177979,-0.986576,-0.029053
1288,-3.320611,3.259542,6.992366,-0.185792,-0.977299,-0.027100
1289,-3.091603,2.992366,9.358779,-0.188477,-0.971439,-0.029785
1290,-3.480916,3.038168,9.221374,-0.192384,-0.953617,-0.013428
1291,-2.572519,3.213740,11.053435,-0.179932,-0.974369,-0.022949
1292,-0.251908,4.572519,10.564885,-0.216065,-0.976078,-0.037598
1293,-0.786260,4.656488,10.114503,-0.223878,-0.993656,-0.019775
1294,-0.877863,5.190840,9.839695,-0.231202,-0.995609,-0.010254
1295,-0.900763,6.129771,9.725191,-0.213868,-1.014896,-0.010986
1296,-1.702290,5.809160,9.732824,-0.198975,-1.008793,-0.007324
1297,-5.038168,3.396947,11.786260,-0.131836,-0.975345,-0.005615
1298,-6.122138,1.450382,16.633587,-0.119629,-0.962650,-0.012695
1299,-6.580153,0.229008,22.793893,-0.115967,-0.952152,-0.004150
1300,-6.328244,-1.030534,26.488549,-0.144288,-0.954349,-0.017090
1301,-6.290076,-2.274809,24.427480,-0.163087,-0.959965,-0.018799
1302,-2.946565,-3.206107,10.916030,-0.181641,-0.964115,-0.014893
1303,-2.007634,-2.763359,7.572519,-0.209718,-0.951908,-0.032227
1304,-1.213740,-1.916030,4.358778,-0.215089,-0.940433,-0.023682
1305,-0.603053,-1.458015,2.564885,-0.208741,-0.937992,-0.022705
1306,-0.122137,-1.091603,3.145038,-0.187989,-0.937015,-0.025391
1307,0.328244,-0.183206,-2.015267,-0.226807,-0.974613,-0.009766
1308,1.900763,0.969466,-2.534351,-0.233399,-0.974125,-0.025391
1309,2.885496,3.305344,-10.564885,-0.248536,-0.942630,-0.032227
1310,2.740458,3.938931,-9.854961,-0.209962,-0.979496,-0.012451
1311,1.931298,3.809160,-6.557252,-0.189210,-0.968509,-0.022705
1312,2.656489,5.923664,-2.274809,-0.185303,-0.966556,-0.014893
1313,3.343511,7.526717,-1.938931,-0.188721,-0.946781,-0.012695
1314,-1.557252,9.854961,-11.389312,-0.195069,-0.909916,0.003174
1315,7.022900,9.335877,-7.152672,-0.195313,-1.005619,-0.013916
1316,5.938931,7.832061,-1.702290,-0.167481,-1.016117,-0.023926
1317,0.938931,8.160305,3.519084,-0.195313,-0.960209,-0.002441
1318,2.496183,8.725191,-0.015267,-0.200440,-0.953861,-0.007324
1319,4.992366,9.465648,-3.007634,-0.189698,-0.952396,-0.007568
1320,5.793893,9.679389,-5.351145,-0.182862,-0.959720,-0.004639
1321,6.007634,9.664123,-5.923664,-0.177735,-0.953861,-0.003906
1322,6.137404,9.450381,-5.366412,-0.162598,-0.963383,0.001953
1323,8.274809,9.992367,-6.129771,-0.160401,-0.968754,-0.005615
1324,8.442748,10.206107,-5.404580,-0.162354,-0.972660,-0.006348
1325,8.099237,9.877863,-2.969466,-0.145997,-0.974857,-0.003174
1326,6.946564,9.305344,-0.129771,-0.138672,-0.978275,-0.011719
1327,5.870229,8.709924,3.694656,-0.125977,-0.980717,0.000244
1328,3.633588,6.007634,11.007633,-0.137696,-0.991703,0.003906
1329,3.274809,5.038168,12.335877,-0.142090,-0.989017,-0.003418
1330,3.038168,5.374046,8.786260,-0.169190,-0.967533,-0.004150
1331,2.786260,5.511450,8.282443,-0.190430,-0.979496,0.016113
1332,2.320611,5.854962,10.549619,-0.205811,-0.989994,-0.003662
1333,1.358779,6.290076,12.038168,-0.199219,-0.975101,-0.006104
1334,2.511450,6.885496,9.190840,-0.173829,-0.956302,-0.008057
1335,3.648855,6.374046,8.045801,-0.170167,-0.957523,-0.005371
1336,4.129771,5.992366,6.740458,-0.181885,-0.961429,0.004639
1337,4.740458,6.198473,5.442748,-0.185059,-0.980717,0.011475
1338,5.274809,6.465649,5.007633,-0.193116,-0.995365,0.015137
1339,4.954198,6.595420,5.091603,-0.184327,-1.000492,0.019531
1340,3.160305,7.458015,1.480916,-0.184571,-1.005375,0.018066
1341,2.419847,7.725191,4.351145,-0.197266,-1.024906,0.031006
1342,1.503817,8.419847,7.511450,-0.199464,-1.016850,0.015869
1343,0.557252,9.335877,8.519084,-0.209229,-0.998051,0.005859
1344,-0.106870,10.007633,9.748091,-0.203370,-0.999760,0.013916
1345,-0.335878,10.167939,9.503816,-0.186768,-0.976078,0.017090
1346,1.748092,8.786260,7.519084,-0.162354,-0.944095,0.008057
1347,1.839695,8.389313,7.351146,-0.154786,-0.946293,0.020996
1348,2.404580,7.648855,9.022900,-0.139649,-0.946537,0.024902
1349,1.870229,6.740458,9.175572,-0.150879,-0.958011,0.023682
1350,1.786260,5.496183,8.519084,-0.153077,-0.972416,0.039307
1351,2.106870,4.900764,7.083969,-0.175049,-0.976810,0.027588
1352,-0.007634,4.480916,7.992366,-0.178712,-0.989750,0.032227
1353,-1.381679,4.969465,12.175572,-0.192139,-1.000492,0.029297
1354,-2.175573,5.763358,13.992366,-0.204591,-1.012211,0.027832
1355,-3.267176,7.801527,10.496183,-0.205567,-0.962162,0.044678
1356,0.038168,8.732825,11.305344,-0.222901,-0.985111,0.010742
1357,0.725191,7.916030,15.267175,-0.179932,-1.017338,-0.003418
1358,-2.641221,7.770992,22.755726,-0.184327,-0.962406,0.001709
1359,-2.015267,7.229007,23.099237,-0.179932,-0.969974,0.007080
1360,-0.969466,6.664122,23.549618,-0.180421,-0.971927,0.011231
1361,-0.526718,5.908397,23.633586,-0.182374,-0.972172,0.009522
1362,-0.778626,5.068702,22.366412,-0.186280,-0.984867,0.002930
1363,-0.106870,4.183206,8.229008,-0.228028,-0.982914,0.002930
1364,-0.038168,4.564886,5.122137,-0.233155,-0.962406,0.017578
1365,0.480916,5.129771,4.152672,-0.229493,-0.956058,0.011719
1366,0.580153,5.870229,4.717557,-0.222169,-0.954838,0.005859
1367,1.137404,5.206107,4.320610,-0.214112,-0.956058,0.003662
1368,1.480916,4.870229,3.610687,-0.199952,-0.960697,0.005615
1369,3.862595,4.610687,-2.519084,-0.220216,-0.946048,0.010498
1370,4.618320,5.389312,-1.045802,-0.226075,-0.994633,0.014404
1371,3.061069,5.160305,1.687023,-0.251710,-0.996097,0.015869
1372,1.625954,5.129771,3.572519,-0.246583,-1.010746,0.006348
1373,0.778626,5.916030,4.030534,-0.230470,-0.995609,0.016113
1374,0.625954,7.061068,5.465648,-0.226807,-0.989994,0.017334
1375,1.801527,6.900763,-4.473282,-0.220460,-0.932132,-0.018555
1376,2.931298,4.053435,1.511450,-0.179688,-1.021976,0.001953
1377,0.679389,2.977099,2.832061,-0.179200,-0.973392,0.006104
1378,-1.015267,1.885496,5.290076,-0.184327,-0.962650,0.017334
1379,-3.748091,1.175572,2.900763,-0.187989,-0.944095,0.027588
1380,-0.656489,-0.183206,3.038168,-0.218263,-0.968265,0.010254
1381,0.801527,2.732824,1.816794,-0.263185,-0.952396,-0.013916
1382,0.916030,2.045802,3.839695,-0.277589,-0.956302,-0.006836
1383,-0.946565,3.412214,1.908397,-0.257569,-0.923343,0.014404
1384,1.885496,3.427481,2.381679,-0.264161,-0.962650,-0.017334
1385,2.580153,3.969466,1.244275,-0.260987,-0.950199,-0.021484
1386,2.595420,4.519084,2.641221,-0.265138,-0.949222,0.000977
1387,2.236641,5.847328,5.137404,-0.258546,-0.952396,-0.010254
1388,2.870229,6.557252,3.885496,-0.260255,-0.953373,-0.002197
1389,3.106870,6.419848,3.862595,-0.258790,-0.946537,0.013428
1390,3.770992,6.625954,3.328244,-0.260499,-0.943607,0.004395
1391,3.549618,6.694656,3.694656,-0.261720,-0.959965,0.015625
1392,3.473282,7.358778,3.198473,-0.274903,-0.954105,0.010010
1393,2.931298,7.137404,2.870229,-0.230714,-0.978031,0.033936
1394,2.809160,6.396946,2.625954,-0.208497,-0.975345,0.031006
1395,2.190840,5.534351,2.801527,-0.197511,-0.985111,0.041748
1396,0.862595,4.541984,3.816794,-0.222169,-0.983402,0.030274
1397,0.099237,3.717557,4.900764,-0.237794,-0.972904,0.033936
1398,-0.267176,3.786259,5.122137,-0.242677,-0.966801,0.032227
1399,1.557252,4.000000,2.961832,-0.255372,-0.947025,0.014160
1400,2.282443,4.603054,1.908397,-0.264894,-0.934330,0.006104
1401,2.908397,4.709924,1.038168,-0.260011,-0.937015,0.009766
1402,3.717557,4.725191,-0.213740,-0.237306,-0.939701,0.007568
1403,4.000000,4.595420,-1.992366,-0.236817,-0.958011,0.004639
1404,5.198474,4.526718,-2.305344,-0.214845,-0.958988,0.015869
1405,2.435115,4.816794,3.549618,-0.237550,-0.950931,-0.003662
1406,1.541985,4.862596,6.618320,-0.243165,-0.951664,-0.010498
1407,1.190840,5.442748,7.442748,-0.239747,-0.946537,-0.004883
1408,1.000000,5.969466,7.961832,-0.233155,-0.947513,-0.004639
1409,1.435115,6.015267,7.496183,-0.224366,-0.949222,-0.009033
1410,1.587786,6.007634,7.961832,-0.223390,-0.948490,-0.004150
1411,0.877863,3.671756,10.847328,-0.216309,-0.956791,-0.005127
1412,1.244275,3.236641,10.732824,-0.221925,-0.963871,0.009033
1413,1.473282,2.931298,10.175572,-0.230714,-0.970218,0.011963
1414,1.679389,2.213740,10.343511,-0.232423,-0.973636,0.012940
1415,1.740458,2.083969,10.496183,-0.235352,-0.986088,0.006592
1416,1.503817,1.809160,9.809160,-0.241700,-0.974613,0.006836
1417,0.290076,3.106870,6.664122,-0.265870,-0.963871,0.005859
1418,0.587786,3.786259,4.641222,-0.261720,-0.955082,0.015137
1419,1.152672,3.984733,4.106870,-0.260255,-0.955814,0.011719
1420,1.885496,3.793893,4.099237,-0.262696,-0.953617,0.012207
1421,2.702290,4.297710,2.114504,-0.264894,-0.952884,0.006104
1422,3.175573,4.870229,0.076336,-0.263673,-0.960209,0.009277
1423,3.099237,6.297710,0.129771,-0.242677,-0.956791,0.024170
1424,3.389313,6.282443,-0.435115,-0.227784,-0.963138,0.023682
1425,4.000000,6.251908,-1.473282,-0.223878,-0.969242,0.025147
1426,4.679389,5.816794,-2.793893,-0.224366,-0.966556,0.026123
1427,4.717557,5.015267,-3.816794,-0.221925,-0.980472,0.023438
1428,3.877862,4.213740,-3.984733,-0.217530,-0.982426,0.032471
1429,1.206107,2.870229,-2.488550,-0.256104,-0.996097,0.037354
1430,1.358779,3.114504,-2.366412,-0.250489,-1.005375,0.023926
1431,0.984733,3.526718,-1.900763,-0.243653,-0.998783,0.032959
1432,0.816794,3.458015,-1.236641,-0.245606,-0.991215,0.030518
1433,0.267176,3.389313,0.129771,-0.239747,-0.986820,0.019043
1434,-0.099237,3.557252,0.748092,-0.242677,-0.966556,0.027832
1435,-0.694656,2.503817,3.832061,-0.224854,-0.965580,0.011475
1436,0.160305,3.038168,4.702290,-0.234864,-0.954838,0.007568
1437,-0.038168,2.908397,4.748092,-0.235597,-0.956547,0.001465
1438,0.496183,3.083969,6.122138,-0.237306,-0.957279,0.003174
1439,0.374046,3.694656,5.961832,-0.245606,-0.946293,0.004883
1440,0.656489,4.702290,5.312977,-0.245362,-0.949711,0.003174
1441,-0.954198,5.274809,3.343511,-0.232911,-0.966312,0.007568
1442,-1.473282,5.198474,4.488550,-0.231934,-0.967777,-0.000977
1443,-1.625954,5.137404,5.206107,-0.238038,-0.972416,0.008789
1444,-1.580153,4.916030,5.763358,-0.242677,-0.970218,0.011231
1445,-1.206107,5.282443,5.534351,-0.239991,-0.962406,-0.003174
1446,-1.129771,5.603053,4.839694,-0.238282,-0.951175,-0.000977
1447,-1.183206,5.335878,5.770992,-0.232911,-0.960697,0.001221
1448,-1.358779,4.954198,5.870229,-0.239747,-0.961429,0.020020
1449,-1.526717,4.969465,5.587786,-0.244630,-0.973392,0.028076
1450,-1.389313,5.007633,5.061069,-0.248536,-0.977054,0.032715
1451,-1.351145,4.290076,4.465649,-0.253419,-0.986576,0.037354
1452,-1.610687,4.015267,3.526718,-0.247804,-0.999027,0.033447
1453,-2.656489,2.366412,4.335878,-0.230958,-1.005619,0.028076
1454,-2.656489,0.824427,4.511450,-0.239991,-0.993412,0.031006
1455,-2.496183,-0.038168,3.595420,-0.249024,-0.981693,0.030518
1456,-2.442748,-0.419847,1.610687,-0.253175,-0.979496,0.025147
1457,-2.671756,-0.557252,-0.221374,-0.264649,-0.962650,0.014648
1458,-2.267176,-1.213740,1.076336,-0.259278,-0.976810,0.011475
1459,-2.969466,-3.908397,3.916030,-0.219727,-0.926761,-0.005371
1460,-2.122137,-4.961832,4.603054,-0.231446,-0.935062,-0.008301
1461,-1.801527,-5.083969,3.839695,-0.247071,-0.933109,-0.008545
1462,-1.335878,-5.793893,2.320611,-0.246827,-0.928959,0.005859
1463,-0.717557,-6.122138,0.603053,-0.265382,-0.943119,0.002197
1464,1.816794,-4.908397,-4.442748,-0.273194,-0.975101,0.020508
1465,1.526717,-4.732824,-5.351145,-0.260987,-0.967777,0.022461
1466,1.259542,-4.496183,-4.778626,-0.253663,-0.977543,0.024414
1467,0.603053,-4.648855,-3.511450,-0.248292,-0.988773,0.026367
1468,-0.129771,-4.839694,-0.755725,-0.243165,-0.987064,0.029541
1469,-2.473282,-4.290076,8.045801,-0.249269,-0.958500,0.030029
1470,-2.954198,-4.167938,9.061068,-0.260987,-0.950687,0.017578
1471,-2.358779,-4.183206,8.839695,-0.258302,-0.939212,0.016602
1472,-1.099237,-4.374046,7.938931,-0.250489,-0.923343,0.002441
1473,0.427481,-4.473282,6.274809,-0.231202,-0.908695,0.014648
1474,1.832061,-4.923664,5.114504,-0.215089,-0.907230,0.026367
1475,3.969466,-11.450381,2.725191,-0.152833,-0.949955,0.060059
1476,4.381679,-13.251908,1.603053,-0.150391,-0.956302,0.069092
1477,4.694656,-15.167939,1.076336,-0.155030,-0.969486,0.073242
1478,4.732824,-16.251909,0.893130,-0.175782,-0.979008,0.065674
1479,4.564886,-17.114504,0.755725,-0.214356,-0.975590,0.069824
1480,2.954198,-15.167939,-0.328244,-0.239747,-1.009525,0.049561
1481,1.351145,-13.923664,-0.541985,-0.256837,-0.999515,0.046387
1482,0.068702,-12.519083,1.305343,-0.267091,-1.006351,0.049805
1483,-1.442748,-10.816793,3.900763,-0.269288,-0.999271,0.040772
1484,-2.847328,-9.045801,7.198474,-0.290773,-0.993656,0.027344
1485,-5.702290,-4.030534,10.847328,-0.257081,-0.960941,0.039551
1486,-5.832061,-3.091603,11.053435,-0.241212,-0.957523,0.031983
1487,-5.893130,-2.618321,11.450381,-0.213868,-0.955814,0.034180
1488,-6.137404,-2.656489,12.862595,-0.197022,-0.948246,0.042481
1489,-6.427481,-2.725191,14.259541,-0.182374,-0.940677,0.055176
1490,-6.870229,-5.244275,15.687023,-0.191895,-0.947269,0.057862
1491,-6.328244,-5.557252,15.412212,-0.208253,-0.968998,0.047608
1492,-6.419848,-6.038168,14.946564,-0.241456,-0.977054,0.047852
1493,-6.244275,-6.022900,13.908397,-0.260743,-0.972416,0.054932
1494,-6.244275,-5.473282,12.305344,-0.278810,-0.968754,0.036133
1495,-4.984733,-4.022901,8.015267,-0.255372,-0.975834,0.017578
1496,-4.809160,-3.694656,7.580152,-0.254151,-0.969974,0.020996
1497,-4.793893,-3.770992,7.900763,-0.254151,-0.969730,0.012940
1498,-4.679389,-3.320611,8.511450,-0.249513,-0.958500,0.021973
1499,-4.198473,-2.984733,7.770992,-0.263673,-0.973392,0.007080
1500,-5.083969,-1.251908,5.938931,-0.294679,-0.960697,0.015381
1501,-4.648855,-0.549618,6.053435,-0.298585,-0.953861,0.023438
1502,-5.167939,0.335878,6.290076,-0.301271,-0.946293,0.013916
1503,-4.541984,1.358779,5.625954,-0.294679,-0.943119,0.027588
1504,-4.053435,2.091603,4.297710,-0.295411,-0.941410,0.025879
1505,-3.427481,2.862595,2.717557,-0.297609,-0.939701,0.023438
1506,-1.549618,3.709924,1.106870,-0.263917,-0.933353,0.036133
1507,-1.244275,3.839695,0.923664,-0.264161,-0.937748,0.048584
1508,-1.328244,3.335878,0.381679,-0.262208,-0.948246,0.044434
1509,-1.175572,3.358779,-0.755725,-0.256837,-0.959476,0.052246
1510,-1.664122,2.946565,-0.251908,-0.240968,-0.962406,0.050781
1511,-1.839695,2.862595,1.778626,-0.247560,-0.963383,0.031738
1512,-3.381679,2.419847,5.954198,-0.277101,-0.950199,0.024414
1513,-3.198473,2.610687,5.916030,-0.284181,-0.948978,0.014893
1514,-2.419847,2.977099,6.030534,-0.286866,-0.944095,0.004883
1515,-1.809160,4.213740,7.007634,-0.296876,-0.936283,0.010986
1516,-1.679389,4.908397,6.671756,-0.306153,-0.931644,0.010986
1517,-1.312977,6.099236,6.770992,-0.291993,-0.928226,0.010010
1518,0.251908,7.167939,4.366412,-0.269776,-0.955326,0.035401
1519,0.038168,6.809160,3.068702,-0.260499,-0.962406,0.040283
