Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
1898,-9.580152,-41.267173,6.763358,0.016846,-1.024418,0.119385
1899,-9.122137,-39.847327,-3.167939,-0.005859,-1.017338,0.085450
1900,-9.091603,-39.358780,-6.389313,-0.000977,-0.996830,0.074463
1901,-8.740458,-38.770991,-11.725191,-0.001221,-0.968998,0.070069
1902,-7.152672,-37.778626,-13.320610,0.018311,-0.971683,0.056153
1903,-6.374046,-37.465647,-14.625955,0.011231,-0.953861,0.055176
1904,-5.717557,-31.480915,-10.763359,0.010254,-0.897953,0.029785
1905,-4.587786,-29.870230,-4.488550,0.052246,-0.903568,0.040283
1906,-3.496183,-30.267174,6.587786,0.097657,-0.881595,0.043945
1907,-3.137405,-32.305343,24.358778,0.131348,-0.855960,0.049805
1908,-3.946565,-36.160305,46.160303,0.127442,-0.833499,0.046631
1909,0.557252,-46.732827,114.801532,0.009033,-0.877201,0.007080
1910,2.496183,-43.206106,122.541980,-0.015869,-0.893558,0.029297
1911,7.290076,-41.496182,127.251901,-0.031006,-0.929935,0.038819
1912,12.755725,-40.061067,129.763348,-0.026367,-0.969974,0.044190
1913,19.015265,-39.175571,129.396935,-0.019043,-1.000736,0.056641
1914,62.854959,-40.992367,118.473277,-0.028076,-1.062016,0.055176
1915,80.687018,-40.809161,110.061066,-0.042236,-1.069340,0.074463
1916,103.038170,-43.122139,100.206107,-0.058594,-1.091068,0.090577
1917,117.961833,-44.854962,91.648857,-0.079346,-1.095707,0.121827
1918,133.236649,-48.389311,85.183202,-0.110108,-1.087895,0.158448
1919,138.122133,-46.793892,42.946563,-0.155274,-1.041752,0.202393
1920,134.870226,-44.297711,30.717556,-0.165528,-1.025394,0.168458
1921,117.603043,-47.572516,13.984733,-0.197266,-0.932621,0.273683
1922,115.343507,-46.969465,10.564885,-0.186036,-0.964603,0.246339
1923,110.832058,-37.801525,4.106870,-0.123047,-1.029301,0.238282
1924,82.511451,-28.351145,-32.610687,-0.097412,-1.011234,0.221925
1925,78.099237,-27.824427,-41.648854,-0.081299,-0.989017,0.261720
1926,60.282443,-26.183206,-55.030533,-0.078858,-0.973392,0.263673
1927,54.320610,-27.870230,-65.358776,-0.081299,-0.988529,0.245118
1928,45.015266,-27.519083,-76.625952,-0.099366,-0.983402,0.245362
1929,25.083969,-30.786258,-122.000005,-0.112793,-0.960209,0.253175
1930,20.167938,-30.167938,-129.099235,-0.080811,-0.959232,0.257325
1931,17.106871,-29.664123,-127.984726,-0.099854,-0.930179,0.250001
1932,13.412213,-28.732823,-124.702287,-0.096924,-0.907718,0.255616
1933,13.335877,-25.167937,-113.007637,-0.107666,-0.923343,0.244142
1934,6.519084,-13.404580,-78.687016,-0.010010,-0.949955,0.251954
1935,4.923664,-10.083969,-74.022905,0.040527,-0.956058,0.257081
1936,4.091603,-9.068702,-70.786263,0.041260,-0.975590,0.257081
1937,3.488550,-9.679389,-66.267171,0.054688,-1.032719,0.269776
1938,-0.610687,-10.175572,-64.862590,0.061768,-0.999760,0.291261
1939,-2.122137,-20.335877,-74.824421,0.105225,-1.002445,0.311525
1940,-1.435115,-22.641221,-81.427479,0.129151,-0.977787,0.334962
1941,2.061069,-25.618320,-78.870229,0.091797,-1.050785,0.315919
1942,-0.244275,-28.206106,-75.374046,0.058350,-1.058598,0.308595
1943,-4.328244,-28.801528,-80.190839,0.065186,-0.993656,0.295900
1944,-6.030534,-24.786258,-60.473279,0.059082,-0.968265,0.262940
1945,-5.213740,-23.786258,-48.374046,0.057862,-1.009769,0.264405
1946,-4.961832,-22.381679,-41.022898,0.056885,-0.967045,0.252931
1947,-4.786260,-22.129770,-34.832062,0.055420,-0.943363,0.262940
1948,-5.519084,-21.328246,-30.297711,0.038574,-0.911869,0.263673
1949,-1.564885,-16.274809,-2.236641,0.105713,-0.913334,0.243409
1950,-0.954198,-14.564885,3.122137,0.082764,-0.951664,0.247560
1951,0.106870,-13.496183,4.557252,0.070069,-0.947757,0.229249
1952,0.190840,-13.610687,1.992366,0.063721,-0.935062,0.243897
1953,-0.366412,-14.618321,-4.969465,0.057129,-0.945072,0.250733
1954,2.580153,-12.618320,-24.763359,0.087891,-0.989994,0.231934
1955,2.335878,-10.824427,-24.755725,0.103028,-0.987797,0.240479
1956,1.328244,-10.755725,-25.404581,0.121827,-0.990238,0.248292
1957,-0.091603,-11.740458,-28.595418,0.125000,-0.995609,0.247560
1958,-0.984733,-11.885496,-30.045800,0.139405,-1.000980,0.264649
1959,-5.343511,-16.931298,-21.267175,0.163331,-0.980717,0.261476
1960,-8.206107,-18.106871,-9.801527,0.163331,-0.926273,0.281739
1961,-11.083969,-17.961832,10.580152,0.170411,-0.878177,0.278810
1962,-13.274809,-15.244275,37.030533,0.152588,-0.853275,0.273439
1963,-14.595419,-13.473282,60.564885,0.129151,-0.859134,0.265870
1964,-14.900763,-14.633588,94.175576,-0.000488,-0.952396,0.253907
1965,-15.114503,-12.442748,89.572514,-0.019043,-0.978763,0.253663
1966,-14.809160,-9.396947,83.145033,-0.022461,-1.000492,0.241700
1967,-14.427480,-6.480916,76.572519,0.012207,-1.014164,0.250245
1968,-14.488549,-4.572519,72.992360,0.040527,-1.036869,0.255128
1969,-18.496183,0.885496,52.877859,0.086914,-0.986332,0.242921
1970,-17.908397,0.564886,47.114501,0.089844,-0.978031,0.239259
1971,-17.305343,-0.564886,41.992365,0.088868,-0.974857,0.234376
1972,-16.511449,-2.213740,36.435114,0.071533,-0.970218,0.240235
1973,-17.221374,-3.557252,30.534350,0.075440,-0.969974,0.244874
1974,-18.717558,-9.320611,16.251909,0.080567,-1.000004,0.264649
1975,-17.404580,-10.282442,15.267175,0.092774,-1.031986,0.264894
1976,-19.053434,-11.824428,15.954198,0.106690,-1.056889,0.282716
1977,-19.404581,-13.748092,9.099236,0.065186,-1.028080,0.288819
1978,-19.343510,-13.801527,5.083969,0.059571,-1.032475,0.303468
1979,-18.931297,-14.404580,-19.656489,0.003906,-0.993412,0.250733
1980,-16.992366,-13.290076,-27.213741,0.015137,-0.982181,0.250001
1981,-15.022900,-11.511450,-36.999998,0.040039,-0.972172,0.233155
1982,-11.564885,-11.984732,-42.824429,0.066406,-0.999271,0.221192
1983,-12.312977,-13.984733,-46.977098,0.069824,-0.981693,0.224366
1984,-13.190839,-24.977098,-62.465645,0.050293,-0.955082,0.195313
1985,-12.068703,-25.503817,-64.519080,0.030274,-0.939701,0.176270
1986,-11.419847,-24.961831,-63.480911,0.058106,-0.936771,0.178956
1987,-12.244275,-25.015265,-65.992365,0.043457,-0.900150,0.155030
1988,-12.549619,-24.076336,-70.198471,0.029297,-0.903568,0.143067
1989,-9.977099,-19.282442,-83.748091,0.093750,-0.942875,0.138917
1990,-10.122137,-19.320611,-85.488546,0.114014,-0.928714,0.139161
1991,-9.832061,-20.015266,-85.458015,0.124512,-0.905765,0.156251
1992,-8.709924,-20.725191,-84.870229,0.119873,-0.882328,0.176758
1993,-6.709924,-21.396945,-83.671750,0.116944,-0.875980,0.159913
1994,0.366412,-20.870230,-73.236641,0.097901,-0.899173,0.168214
1995,0.030534,-19.595418,-66.045798,0.090821,-0.883792,0.161378
1996,-0.763359,-17.717558,-58.419844,0.075928,-0.858646,0.160401
1997,0.038168,-14.183206,-44.702290,0.088379,-0.847171,0.156251
1998,0.557252,-10.290076,-25.167937,0.079590,-0.847904,0.161378
1999,-0.816794,2.938931,33.603055,0.080323,-1.000248,0.203370
2000,-2.458015,3.541985,35.152671,0.095215,-1.028324,0.206788
2001,-4.572519,3.435114,34.396945,0.104737,-1.058354,0.211182
2002,-6.404580,2.740458,33.389311,0.108643,-1.045902,0.226319
2003,-8.091603,2.099237,33.221374,0.112305,-1.027836,0.227052
2004,-9.526717,2.381679,34.938931,0.129151,-0.997074,0.212891
2005,-11.732824,3.977099,38.862594,0.152100,-0.968265,0.195557
2006,-11.946564,3.801527,38.702290,0.155762,-0.968265,0.206055
2007,-12.297709,3.877862,40.320611,0.177491,-0.946048,0.190675
2008,-13.450381,3.297710,42.877861,0.172120,-0.939701,0.188233
2009,-14.007633,2.687023,44.091603,0.153077,-0.945072,0.189942
2010,-11.732824,1.335878,31.038169,0.093506,-0.968265,0.210938
2011,-10.885496,3.244275,26.244274,0.073487,-0.986576,0.218995
2012,-10.251908,5.595420,24.175572,0.068115,-0.991459,0.208741
2013,-10.954198,8.030534,25.236640,0.080323,-0.978763,0.202393
2014,-11.335877,9.450381,29.312976,0.098389,-0.960941,0.213624
2015,-12.717557,14.526718,50.824428,0.162842,-0.954349,0.220460
2016,-13.389313,13.076336,57.259538,0.130127,-0.979252,0.233399
2017,-14.435115,11.473283,55.335877,0.093506,-1.042973,0.242677
2018,-14.740458,9.137404,47.748093,0.054199,-1.061039,0.261720
2019,-15.305344,7.007634,41.030531,0.034668,-1.059330,0.254151
2020,-12.282443,5.152672,38.839693,0.012940,-0.994633,0.202149
2021,-11.488549,6.786259,48.442747,-0.013672,-0.964847,0.192139
2022,-10.923664,9.534351,59.343511,-0.014160,-0.937015,0.181885
2023,-10.450381,13.389313,70.366411,0.002441,-0.922611,0.161378
2024,-9.740458,16.488549,78.847327,0.009522,-0.919193,0.146729
2025,-4.961832,19.167937,86.366409,0.017334,-0.968021,0.147461
2026,-3.862595,17.763358,81.091605,0.003906,-0.996830,0.178956
2027,-2.404580,15.725190,74.465652,-0.018311,-1.022465,0.178223
2028,-1.465649,13.984733,66.221375,-0.045654,-1.041996,0.177003
2029,-1.931298,12.580152,59.748090,-0.060303,-1.059086,0.185792
2030,-3.244275,5.839694,38.229006,-0.063233,-1.053715,0.197755
2031,-4.816794,3.534351,30.572517,-0.074951,-1.056156,0.185792
2032,-5.557252,0.862595,21.175574,-0.090088,-1.033451,0.188233
2033,-5.938931,-1.221374,11.656488,-0.075440,-1.000980,0.182862
2034,-5.770992,-3.053435,5.061069,-0.064698,-0.985844,0.161378
2035,-6.603053,-0.977099,-1.969466,-0.057862,-0.989262,0.153077
2036,-6.793893,0.312977,-3.839695,-0.036865,-0.985355,0.144288
2037,-6.900763,0.664122,-6.946564,-0.012940,-0.970463,0.141358
2038,-5.854962,1.076336,-10.526717,-0.008301,-0.973392,0.148194
2039,-4.816794,1.664122,-12.648855,-0.006104,-0.965091,0.166016
2040,-3.198473,2.458015,-3.664122,0.037842,-0.960941,0.161378
2041,-3.847328,2.068702,-2.427481,0.028809,-0.968754,0.165040
2042,-3.274809,1.541985,-1.969466,0.019043,-0.970218,0.167725
2043,-3.038168,0.114504,0.740458,0.021729,-0.968509,0.176026
2044,-2.641221,-0.755725,4.778626,0.020264,-0.953861,0.169678
2045,-2.427481,-1.412214,8.900763,0.006592,-0.949955,0.162354
2046,-3.618321,-2.656489,7.244274,-0.034912,-1.001224,0.165528
2047,-3.748091,-0.259542,1.755725,-0.029053,-0.999271,0.179688
2048,-0.251908,-0.335878,0.793893,-0.035645,-1.039311,0.179444
2049,-1.175572,0.847328,4.022901,-0.010498,-1.054936,0.179688
2050,-3.664122,2.122137,5.251908,-0.001221,-1.034184,0.179932
2051,-5.572519,3.259542,6.671756,0.011963,-1.022709,0.176514
2052,-5.786260,3.610687,9.564885,0.027100,-1.014652,0.151856
2053,-7.381679,3.000000,8.946564,0.032227,-0.974857,0.168458
2054,-6.206107,1.824427,10.183207,0.053223,-0.978519,0.148926
2055,-5.908397,0.633588,11.091603,0.051270,-0.970218,0.155518
2056,-5.938931,-0.832061,11.908396,0.040039,-0.970463,0.158204
2057,-5.297710,-1.740458,11.122137,0.026856,-0.977543,0.153809
2058,-4.610687,-4.977099,2.587786,-0.039063,-0.967777,0.146241
2059,-4.175573,-5.328244,0.687023,-0.037598,-0.960941,0.156495
2060,-3.870229,-4.862596,0.381679,-0.036865,-0.963627,0.158936
2061,-3.954198,-4.229008,1.022901,-0.047852,-0.981937,0.156983
2062,-4.137405,-3.076336,1.320611,-0.066651,-0.984134,0.171876
2063,-4.343511,3.862595,2.022901,-0.062256,-0.949466,0.143555
2064,-4.396946,6.656488,6.061068,-0.038086,-0.946048,0.129151
2065,-6.778626,8.412213,10.717557,-0.026367,-0.940677,0.130860
2066,-7.931298,9.465648,15.923664,-0.015869,-0.953861,0.134766
2067,-8.679389,10.007633,18.587786,-0.012207,-0.954105,0.149170
2068,-9.725191,7.106870,6.671756,-0.007324,-1.000492,0.146485
2069,-10.404580,5.358779,2.435115,-0.013672,-1.005131,0.158448
2070,-11.770992,2.977099,-0.114504,-0.035401,-1.004154,0.164063
2071,-14.809160,1.450382,0.274809,-0.038330,-0.996830,0.154786
2072,-16.885496,0.954198,-7.053435,-0.066895,-1.025394,0.163575
2073,-14.503816,3.770992,-10.206107,-0.082520,-0.997318,0.118164
2074,-10.038168,4.061069,-11.961831,-0.088135,-0.990482,0.136475
2075,-7.450381,5.099236,-12.633587,-0.088135,-0.992924,0.131348
2076,-5.343511,6.595420,-12.435115,-0.082276,-0.986332,0.128174
2077,-3.183206,8.396947,-11.625954,-0.060303,-0.986820,0.126709
2078,-2.435115,9.145038,-1.427481,0.020752,-0.992191,0.140626
2079,-1.511450,7.946565,-0.022901,0.023926,-0.983646,0.127198
2080,0.236641,6.557252,0.389313,0.018311,-0.986576,0.139649
2081,2.068702,5.618320,0.664122,0.011231,-0.990482,0.144776
2082,3.061069,5.290076,1.793893,-0.015625,-0.993412,0.136963
2083,2.984733,5.221374,4.328244,-0.032715,-0.986576,0.130616
2084,2.061069,6.755725,17.351144,-0.024170,-0.997318,0.141114
2085,2.732824,6.557252,17.160305,-0.045166,-1.014408,0.149415
2086,2.938931,5.961832,15.854961,-0.049805,-1.013920,0.158448
2087,2.885496,5.419847,14.229008,-0.052246,-1.018803,0.145997
2088,2.427481,4.931297,12.572519,-0.065430,-1.019779,0.155274
2089,1.625954,5.274809,11.442748,-0.073487,-1.029789,0.132569
2090,1.137404,10.053435,7.374045,-0.074707,-0.978763,0.107178
2091,3.076336,11.480916,7.114504,-0.041504,-0.960209,0.096680
2092,4.412214,12.450381,7.580152,-0.008789,-0.944828,0.093018
2093,5.519084,12.480916,7.297710,0.010010,-0.941166,0.101319
2094,6.549618,11.160304,6.824427,0.031250,-0.946781,0.106202
2095,7.312978,9.328244,4.458015,0.048828,-0.959965,0.121827
2096,7.946565,-0.755725,-9.671755,0.019287,-1.044437,0.173096
2097,6.717557,-2.557252,-11.687023,0.005127,-1.052006,0.180421
2098,5.206107,-3.381679,-11.816793,0.015381,-1.027348,0.173829
2099,3.885496,-4.083969,-9.549619,0.005127,-1.023685,0.157960
2100,2.961832,-3.923664,-6.687022,-0.008545,-1.017338,0.136963
2101,1.725191,-3.679389,-4.610687,-0.020752,-1.005375,0.143555
2102,2.740458,-0.022901,-5.053435,-0.067139,-0.990726,0.135987
2103,2.748092,2.351145,-4.633588,-0.054444,-0.969974,0.132569
2104,3.618321,4.190840,-1.557252,-0.040772,-0.968021,0.136719
2105,4.061069,6.488549,3.832061,-0.023193,-0.969486,0.129395
2106,4.320610,8.160305,8.961832,0.000488,-0.972904,0.129883
2107,4.259542,8.877863,12.305344,0.021240,-0.981205,0.135743
2108,4.984733,3.763359,4.526718,0.059571,-1.016361,0.169923
2109,5.435114,1.335878,1.465649,0.061524,-1.010746,0.172120
2110,5.763358,-0.480916,-0.229008,0.052735,-0.999515,0.172608
2111,5.786260,-1.572519,-0.862595,0.034424,-1.008793,0.164551
2112,5.030534,-2.923664,-1.465649,0.022949,-0.986820,0.161622
2113,4.725191,-3.435114,-2.145038,0.014648,-0.991703,0.170899
2114,5.633588,-3.419847,-4.709924,-0.016846,-1.033207,0.193604
2115,5.045801,-3.381679,-5.862595,-0.024658,-1.042484,0.183350
2116,3.603053,-2.984733,-6.748092,-0.014893,-1.037846,0.195557
2117,2.480916,-2.740458,-6.564885,0.008301,-1.036137,0.174805
2118,1.297710,-1.526717,-4.396946,0.031006,-1.025394,0.193116
2119,0.198473,-0.389313,-0.893130,0.033936,-1.019291,0.197511
2120,-4.519084,-0.465649,1.916030,0.031494,-1.019047,0.199708
2121,-5.503816,-1.664122,-1.580153,0.040527,-0.997318,0.192384
2122,-5.259542,-3.190840,-5.106870,0.070801,-0.996342,0.206544
2123,-4.534351,-4.832061,-8.183206,0.065430,-0.992924,0.200440
2124,-3.816794,-6.923664,-9.595419,0.043945,-0.977054,0.180909
2125,-4.015267,-8.053435,-8.282443,0.034912,-0.984867,0.193848
2126,1.648855,-7.557252,-10.511451,-0.064698,-0.942875,0.172364
2127,3.221374,-6.244275,-11.633588,-0.072510,-0.937992,0.162354
2128,3.183206,-3.900763,-14.343512,-0.067383,-0.950687,0.154542
2129,4.030534,-1.946565,-15.412212,-0.065186,-0.982914,0.152833
2130,2.083969,1.167939,-16.900762,-0.039551,-0.991947,0.143555
2131,-1.213740,5.671756,-23.206105,-0.028565,-0.937992,0.148194
2132,-1.000000,6.259542,-25.770992,-0.011231,-0.916751,0.163819
2133,0.259542,5.816794,-25.419847,-0.009033,-0.946537,0.156983
2134,0.137405,7.801527,-26.877863,-0.001465,-0.972416,0.178467
2135,-1.221374,10.877862,-33.305344,0.003906,-0.957279,0.219727
2136,1.694656,6.824427,-29.809158,0.039307,-1.031254,0.238770
2137,-1.076336,5.389312,-29.358779,0.055420,-1.027592,0.231446
2138,-2.702290,3.000000,-28.793895,0.065430,-1.027103,0.240235
2139,-3.633588,3.183206,-29.870230,0.071045,-1.016361,0.235352
2140,-2.709924,6.618320,-29.557251,0.060059,-0.991215,0.206544
2141,-0.541985,11.908396,-15.488548,-0.044434,-0.958988,0.161133
2142,-1.458015,15.778625,-13.366412,-0.044190,-0.926273,0.157960
2143,-1.175572,20.274808,-4.488550,-0.025391,-0.900150,0.145997
2144,1.099237,22.496182,15.152672,-0.016113,-0.868167,0.160157
2145,1.473282,21.801527,45.358780,0.010010,-0.804690,0.178223
2146,-1.244275,36.290075,223.358782,0.062500,-0.769046,0.139649
2147,0.282443,44.557251,250.129776,0.023438,-0.814944,0.123780
2148,-5.671756,47.961834,250.129776,-0.044678,-0.855472,0.117188
2149,-6.038168,51.885497,250.129776,-0.071778,-0.883304,0.120606
2150,-5.824428,51.671757,250.129776,-0.108887,-0.909183,0.144776
2151,1.374046,28.099237,241.595400,-0.219239,-1.109867,0.222901
2152,4.122137,21.022902,213.641212,-0.182374,-1.188237,0.240724
2153,0.534351,14.603054,190.236640,-0.168214,-1.191167,0.226563
2154,-5.862595,9.648855,164.244273,-0.189698,-1.117680,0.234376
2155,-9.816793,7.404580,140.824429,-0.208741,-1.093022,0.217530
2156,-2.541985,6.603053,65.557248,-0.305177,-1.019535,0.147217
2157,-0.633588,8.389313,49.267172,-0.288087,-1.000248,0.131836
2158,0.648855,8.931297,36.213741,-0.241456,-0.984623,0.147461
2159,0.427481,8.442748,26.664121,-0.210694,-0.974369,0.145997
2160,0.832061,8.045801,18.793894,-0.198243,-0.976322,0.142335
2161,-0.015267,6.740458,10.916030,-0.185303,-0.965091,0.160645
2162,7.297710,-2.106870,-33.633586,-0.203370,-0.972904,0.141358
2163,10.648855,-4.427481,-54.160306,-0.222413,-0.991947,0.137452
2164,14.450382,-5.633588,-82.244274,-0.243165,-1.016605,0.128663
2165,16.832062,-7.534351,-112.679385,-0.218995,-1.016850,0.148438
2166,14.106870,-14.114504,-142.175564,-0.226563,-0.967533,0.211915
2167,22.938931,-18.435114,-195.755720,-0.120118,-0.985355,0.178467
2168,24.244274,-17.778625,-197.778617,-0.107911,-0.968021,0.217286
2169,24.656487,-23.908397,-201.083964,-0.157471,-0.922367,0.185303
2170,27.641222,-26.862594,-191.854958,-0.161378,-0.922123,0.182618
2171,29.282441,-26.335877,-171.412215,-0.123291,-0.894779,0.168702
2172,15.366413,-12.725191,-65.725189,-0.076416,-0.874271,0.152833
2173,13.389313,-9.427480,-46.274811,-0.095703,-0.881839,0.141358
2174,14.679389,-5.282443,-30.000001,-0.067627,-0.885746,0.134278
2175,14.198472,-0.725191,-12.213740,-0.033936,-0.872074,0.135743
2176,12.633587,1.801527,6.572519,-0.006348,-0.877445,0.141846
2177,9.091603,-0.160305,47.748093,0.043945,-0.958500,0.188721
2178,8.526717,-2.083969,49.580155,0.034668,-0.984623,0.199464
2179,7.175572,-3.099237,46.259539,0.016113,-1.024906,0.213136
2180,6.442748,-4.839694,39.534350,-0.007813,-1.045902,0.231446
2181,6.183206,-5.969466,31.648856,-0.041992,-1.053959,0.225343
2182,5.488550,-6.259542,24.091602,-0.073975,-1.060795,0.223145
2183,3.496183,-4.366412,8.801527,-0.146485,-1.044193,0.211915
2184,2.603053,-3.061069,9.786259,-0.149170,-1.027836,0.219727
2185,0.587786,-1.580153,10.167939,-0.169678,-1.014408,0.223634
2186,-0.335878,-0.335878,10.229007,-0.169678,-1.014408,0.215821
2187,-2.419847,0.267176,7.458015,-0.164796,-0.992679,0.228761
2188,-2.717557,0.458015,1.511450,-0.133301,-0.946781,0.192384
2189,-2.511450,0.519084,4.374046,-0.129151,-0.926761,0.181885
2190,-2.839695,1.061069,7.427481,-0.118409,-0.909183,0.182130
2191,-11.824428,-1.778626,4.022901,-0.102051,-0.879642,0.228761
2192,4.801526,0.885496,8.541985,-0.082032,-0.909671,0.166993
2193,5.534351,0.129771,6.885496,-0.087891,-0.937992,0.188233
2194,3.534351,-2.755725,2.725191,-0.092041,-0.969730,0.232667
2195,5.534351,-3.068702,3.282443,-0.088135,-1.000492,0.231446
2196,4.610687,-4.259542,1.809160,-0.090821,-1.005131,0.252198
2197,1.267176,-5.541984,-1.328244,-0.108155,-1.018314,0.258790
2198,-0.251908,-6.312977,-3.854962,-0.126709,-1.031498,0.248536
2199,-0.007634,-6.847328,-6.992366,-0.138428,-1.006840,0.249269
2200,-0.198473,-2.938931,-11.198472,-0.133790,-0.984867,0.203614
2201,-0.549618,-0.404580,-10.763359,-0.128907,-0.974857,0.197511
2202,1.007634,1.557252,-9.320611,-0.105957,-0.963138,0.187745
2203,1.931298,4.068702,-6.389313,-0.089600,-0.965091,0.196534
2204,1.847328,4.893130,-3.282443,-0.075684,-0.963383,0.203858
2205,0.572519,0.816794,4.030534,-0.032227,-0.985111,0.236573
2206,-0.465649,-1.526717,0.816794,-0.045654,-1.002933,0.238770
2207,2.221374,-3.709924,-3.473282,-0.058838,-0.997562,0.176758
2208,-4.954198,-6.656488,-8.122137,-0.065430,-1.028080,0.197022
2209,0.923664,-7.557252,-13.206107,-0.099610,-0.967777,0.211671
2210,1.717557,-4.106870,-22.725190,-0.117920,-0.932377,0.171632
2211,2.381679,-1.908397,-24.366413,-0.095215,-0.924808,0.165284
2212,3.564885,0.053435,-24.946566,-0.086914,-0.932621,0.142090
2213,4.694656,0.908397,-26.557251,-0.062744,-0.930179,0.157227
2214,5.251908,2.099237,-28.053434,-0.044922,-0.934574,0.149903
2215,6.404580,3.282443,-33.809163,0.009277,-0.928959,0.173340
2216,6.312977,3.442748,-32.625952,0.003418,-0.934330,0.176758
2217,6.687022,3.335878,-32.015265,-0.026856,-0.951908,0.190675
2218,6.534351,2.312977,-31.885495,-0.038330,-0.952152,0.210694
2219,6.412214,0.702290,-32.580152,-0.038819,-0.960941,0.216309
2220,6.587786,-1.015267,-32.396946,-0.016357,-0.958988,0.227296
2221,4.396946,-7.847328,-20.396946,-0.028076,-0.968021,0.241700
2222,3.160305,-8.480916,-14.824427,-0.048828,-0.966556,0.235352
2223,1.541985,-7.969466,-9.992367,-0.059082,-0.948978,0.233399
2224,0.916030,-6.954198,-7.099236,-0.052490,-0.944584,0.210694
2225,0.129771,-6.160306,-5.740458,-0.051270,-0.941166,0.219239
2226,2.175573,-2.862595,-10.229007,-0.040527,-0.929935,0.188233
2227,3.717557,-2.343511,-11.832060,-0.035401,-0.930179,0.183106
2228,3.671756,-1.465649,-12.343512,-0.033936,-0.928226,0.185303
2229,3.687023,-0.748092,-13.198473,-0.033692,-0.925052,0.189698
2230,4.740458,0.129771,-16.679390,-0.043945,-0.924076,0.203370
2231,8.343511,-1.343511,-19.335878,-0.027100,-0.966556,0.239991
2232,7.068702,-2.580153,-17.206105,-0.016357,-0.966556,0.256349
2233,7.045802,-3.442748,-14.511451,-0.028565,-0.974857,0.252442
2234,5.664122,-5.305343,-14.427480,-0.041260,-0.964603,0.251466
2235,5.526718,-6.076336,-16.022901,-0.046631,-0.969242,0.242677
2236,8.358779,-4.541984,-23.740457,-0.044922,-0.959232,0.230470
2237,10.656488,-2.389313,-22.106870,-0.058594,-0.962406,0.227296
2238,11.656488,0.358779,-20.022901,-0.055664,-0.957523,0.235597
2239,13.251908,2.671756,-15.854961,-0.059082,-0.968021,0.255616
2240,14.320611,4.656488,-12.961832,-0.058594,-0.982914,0.273439
2241,12.603053,7.389313,6.977099,-0.055176,-0.962894,0.315675
2242,8.862596,6.175572,17.351144,-0.029053,-0.939701,0.306886
2243,5.198474,6.152672,28.396945,-0.005615,-0.916019,0.305665
2244,2.152672,6.259542,38.106868,0.010010,-0.909427,0.278077
2245,2.312977,6.068702,43.977098,-0.001953,-0.895999,0.267335
2246,2.419847,5.061069,46.824426,0.007324,-0.902591,0.266847
2247,2.977099,6.435114,50.862595,-0.056153,-0.939945,0.230714
2248,1.740458,10.450381,57.992363,-0.065430,-0.942142,0.232179
2249,0.541985,13.549618,64.931295,-0.078614,-0.952884,0.229249
2250,-0.770992,16.648856,71.862592,-0.066895,-0.957279,0.232423
2251,-1.824427,18.389313,77.038167,-0.040039,-0.968509,0.254151
2252,-4.664122,16.312976,76.305343,-0.032227,-1.009769,0.278321
2253,-5.015267,14.129771,70.030530,-0.049561,-1.038822,0.283937
2254,-5.564885,11.091603,60.106866,-0.058350,-1.044682,0.292726
2255,-6.137404,9.412213,49.801525,-0.077637,-1.042240,0.304200
2256,-6.206107,10.251908,42.641219,-0.106446,-1.020756,0.297364
2257,-6.259542,17.404580,53.183203,-0.132081,-1.009525,0.313478
2258,-7.824427,17.198473,52.740460,-0.129395,-1.019779,0.322999
2259,-8.992367,16.068703,49.183205,-0.137940,-1.044437,0.327150
2260,-9.839695,14.473283,42.847327,-0.127686,-1.034184,0.323243
2261,-10.473283,11.824428,35.358779,-0.139649,-1.038334,0.314210
2262,-11.343511,0.671756,-2.381679,-0.161378,-0.985355,0.263185
2263,-10.450381,-1.099237,-10.908397,-0.163087,-0.976078,0.248048
2264,-9.519083,-1.778626,-15.877862,-0.191895,-0.957035,0.231690
2265,-8.244275,-1.328244,-18.068702,-0.192628,-0.943119,0.215333
2266,-7.030534,-1.167939,-21.061069,-0.204835,-0.916996,0.205567
2267,0.099237,-1.595420,-26.099237,-0.114502,-0.898929,0.197022
2268,1.091603,-0.946565,-23.274809,-0.120606,-0.876712,0.204835
2269,3.206107,-0.687023,-19.641221,-0.118653,-0.873538,0.209962
2270,4.320610,-0.061069,-13.862595,-0.107666,-0.883060,0.229005
2271,5.488550,-0.106870,-11.160304,-0.102784,-0.907474,0.220216
2272,4.946565,-1.473282,-9.725191,-0.116944,-0.998051,0.255616
2273,2.916031,-0.366412,-6.396946,-0.121827,-1.005619,0.250733
2274,1.190840,1.496183,-1.480916,-0.138428,-1.017094,0.255860
2275,-0.358779,3.106870,2.816794,-0.162842,-1.029789,0.272706
2276,-1.786260,4.389313,4.633588,-0.175538,-1.035648,0.261476
2277,-3.083969,5.496183,4.175573,-0.175049,-1.032963,0.254395
2278,-5.167939,5.251908,5.099236,-0.136719,-0.993656,0.261476
2279,-5.809160,5.305343,3.725191,-0.160889,-1.010502,0.245118
2280,-6.938931,4.251908,-0.969466,-0.177003,-0.980228,0.238282
2281,-7.625954,2.877863,-6.748092,-0.141114,-0.959965,0.244142
